Sr. No.,Heading,Summary,Links,Date & Time,Content,Language,Publication,Sentiment,Authors
209,"Government hid the sacrifice of soldiers during 'Operation Sindoor', misled Parliament: Congress","The Congress party has accused the Indian government of hiding the sacrifice of six soldiers during 'Operation Sindoor' and misleading Parliament. According to the party, Defence Minister Rajnath Singh had stated that no soldiers were harmed, despite the names of six martyred personnel now being inscribed on the National War Memorial. The Congress leader Pawan Khera suggested that either the minister was uninformed or deliberately misled the public, calling it an insult to the soldiers and their families.","[""https://www.punjabkesari.in/national/news/govt-concealed-the-sacrifice-of-soldiers-during--operation-sindoor--congress-2350710""]",27-06-2026 11:58,"National Desk: The Congress on Saturday alleged that by hiding information about the sacrifice of six soldiers during 'Operation Sindoor', the soldiers were insulted and the country's Parliament was also misled on this matter. Pawan Khera, head of the party's media department, shared a video clip on 'X' of Defence Minister Rajnath Singh's speech in the Lok Sabha during last year's monsoon session, in which Singh can be heard saying that no brave soldiers of the country suffered any damage during 'Operation Sindoor'. In fact, the names of six military personnel who attained martyrdom while on duty during 'Operation Sindoor' last year have been inscribed on the National War Memorial. These military personnel include five from the Army and one from the Indian Air Force.
This is the first time the government has released the names of these six personnel after the military operation conducted by the Indian Armed Forces in May 2025. Khera said, ""There are only two possibilities. Either the Defence Minister was unaware that six soldiers had been martyred when he addressed Parliament. If so, it raises serious questions about a minister who is not aware of the affairs of the very ministry he is leading."" He added that the second possibility is that Singh knew the truth and still chose to mislead Parliament. According to Khera, this is even more serious, as it proves that this government lies to the country in the temple of democracy, under oath.
The Congress leader said, ""Whatever the truth, some facts do not change. Our six brave soldiers made the supreme sacrifice while performing their duty. But their sacrifice was hidden. They were not given the honour and recognition they deserved. And their families were also deprived of the transparency they expected."" He said, ""This is an insult to our soldiers and no true patriot can remain silent or satisfied with this.""
After the terrorist attack in Pahalgam on April 22 last year, the Indian Army launched fierce attacks on terrorist hideouts in Pakistan under 'Operation Sindoor'. The names of the six military personnel inscribed on wall number '3D' of the 'Tyag Chakra' at the National War Memorial include Subedar Major Pawan Kumar, Rifleman Sunil Kumar, Lance Naik Dinesh Kumar, Agniveer M Muralinaik, Havildar Sunil Kumar Singh from the Army, and Sergeant Surendra Kumar from the Indian Air Force.",Hindi,Punjab Kesari,NEGATIVE,"[""Radhika""]"
210,"Government hid the sacrifice of soldiers during 'Operation Sindoor', misled Parliament: Congress","The Congress party accused the government of hiding information about the sacrifice of six soldiers during 'Operation Sindoor' and misleading Parliament. Pawan Khera highlighted that Defence Minister Rajnath Singh had stated no harm occurred to soldiers during the operation, despite the names of six martyred personnel now being inscribed on the National War Memorial. The party criticized the government for either being unaware of the casualties or deliberately lying, calling it an insult to the soldiers and their families.","[""https://www.ibc24.in/country/govt-hid-the-sacrifices-of-soldiers-during-operation-sindoor-misled-parliament-congress-3652400.html""]",27-06-2026 11:27,"New Delhi, June 27 (PTI) The Congress on Saturday alleged that by hiding information about the sacrifice of six soldiers during 'Operation Sindoor', the soldiers were insulted and the country's Parliament was also misled on this issue.
Pawan Khera, head of the party's media department, shared a video on 'X' of a part of Defence Minister Rajnath Singh's speech in the Lok Sabha during last year's monsoon session, in which Singh can be heard saying that no harm was caused to the brave soldiers of the country during 'Operation Sindoor'.
In fact, the names of six military personnel who attained martyrdom while performing their duty during 'Operation Sindoor' last year have been inscribed on the National War Memorial.
These military personnel include five from the Army and one from the Indian Air Force.
This is the first time the government has released the names of these six personnel after the military operation carried out by the Indian Armed Forces in May 2025.
Khera said, ""There are only two possibilities. Either the Defence Minister did not have the information that six soldiers had been martyred when he addressed Parliament. If so, it raises serious questions about a minister who is unaware of the affairs of the very ministry he is leading.""
He said the second possibility is that Singh knew the truth and yet chose to mislead Parliament.
According to Khera, this is even more serious, as it proves that this government lies to the country in the temple of democracy, under oath.
The Congress leader said, 'Whatever the truth, some facts do not change. Our six brave soldiers made the supreme sacrifice while performing their duty. But their sacrifice was hidden. They were not given the honour and recognition they deserved. And their families were also deprived of the transparency they expected.'
He said, 'This is an insult to our soldiers and no true patriot can remain silent or satisfied with this.'
Last year, after the terrorist attack in Pahalgam on April 22, the Indian Army carried out fierce attacks on terrorist hideouts in Pakistan under 'Operation Sindoor'.
The names of the six military personnel inscribed on wall number '3D' of the 'Tyag Chakra' at the National War Memorial include Subedar Major Pawan Kumar, Rifleman Sunil Kumar, Lance Naik Dinesh Kumar, Agniveer M Muralinaik, Havildar Sunil Kumar Singh from the Army, and Sergeant Surendra Kumar from the Indian Air Force.",Hindi,IBC 24,NEGATIVE,"[""Bhasha""]"
211,"Jhunjhunu: Sergeant Surendra Moga officially recognized as martyr, name registered in National War Memorial","Sergeant Surendra Kumar Moga of the Indian Air Force, from Jhunjhunu, has been officially recognized as a martyr of 'Operation Sindoor' by the Government of India. His name is now inscribed in the National War Memorial, and he has been posthumously awarded the Vayu Sena Medal.","[""https://www.amarujala.com/rajasthan/jhunjhunu/a-salute-from-the-nation-to-martyr-surendra-moga-of-jhunjhunu-whose-name-is-now-inscribed-in-the-war-memorial-jhunjhunu-news-c-1-1-noi1552-4440358-2026-06-27""]",27-06-2026 09:58,"Sergeant Surendra Kumar Moga, a resident of Mehradasi village in Jhunjhunu and a member of the Indian Air Force, has been officially declared a martyr of 'Operation Sindoor' by the Government of India. His name has been inscribed in the National War Memorial, and he has also been posthumously honored with the Vayu Sena Medal.",Hindi,Amar Ujala,POSITIVE,"[""झुंझुनू ब्यूरो""]"
212,"There was happiness at home from the last posting, but he returned as a martyr: The story of brave Subedar Major Pawan Kumar of Operation Sindoor","The article recounts the story of Subedar Major Pawan Kumar, one of six martyrs from 'Operation Sindoor', whose names were recently made public and inscribed in the National War Memorial. Pawan Kumar was martyred in Pakistani firing last May, just months before his retirement, leaving his family devastated. 'Operation Sindoor' was launched in response to a deadly terrorist attack, with Indian forces conducting precise strikes on terror bases, resulting in the loss of these brave soldiers.","[""https://ndtv.in/india/operation-sindoor-martyr-subedar-major-pawan-kumar-inspiring-story-honoured-in-national-war-memorial-11693878""]",27-06-2026 09:46,"Subedar Major Pawan Kumar was among the six martyrs who were martyred during Operation Sindoor. For the first time on Friday, the army has made public the names of these six martyrs and given them a place in the National War Memorial.
Our mornings used to start with reading Dad's good morning messages. That day, when the message didn't come, we felt uneasy. Before we could think anything, a senior army officer called and delivered the most tragic news of our lives. He informed us that our father had been martyred in the ongoing conflict with Pakistan. This is the story of Subedar Major Pawan Kumar, who was martyred on the Punjab border during Operation Sindoor. He was martyred last year in May during Operation Sindoor, but now his name has also been included in the National War Memorial in Delhi.
He was martyred in Pakistani firing. 50-year-old Subedar Major Pawan Kumar Jaryal was due to retire on August 31 last year. He had taken his last posting near his home in Punjab, and preparations for his return were underway at home three months later. Major Pawan Kumar's father had also served in the army. His father, Garaj Singh Jaryal, said that he would have retired in the next three months, and preparations for his welcome were on. Who knew that he would not return now, and only his body, wrapped in the tricolor, would come home.
Pawan Kumar's father, Garaj Singh Jaryal, says that his son would have been nearby three months later. He had served in the army for 32 years. It was just a matter of a few months; we were all very happy. But who would have thought that he would return home wrapped in the tricolor? After tensions flared between India and Pakistan, I was only able to talk to him once. He had told me that they were all hiding in bunkers.
Retired Havildar Garaj Singh could not hold back his tears while narrating this. Besides Pawan Kumar's parents, he is survived by his wife Sushma Devi and two children. Son Abhishek is 22 years old, and daughter Anamika is 21 years old. Abhishek is studying in Dharamshala from IGNOU Study Center. Abhishek said that they were happy with his father's daily messages. That day, a message came that his father had suffered a deep head injury. Then another call came saying that he had been martyred.
The names of the six soldiers who lost their lives during 'Operation Sindoor' are inscribed on the 'Tyag Chakra'. These include five soldiers from the Indian Army and one Air Warrior from the Indian Air Force. Among them are Rifleman Sunil Kumar, honored with the Vir Chakra, and Sergeant Surendra Kumar, who received the Air Force Medal; both were posthumously honored for their bravery.
'Operation Sindoor' was launched last year in May in response to the deadly terrorist attack in Pahalgam, which claimed the lives of 26 civilians. The Indian armed forces carried out precise strikes on terrorist bases across the border, but these six brave soldiers also lost their lives in this operation.
Now their names are recorded alongside thousands of other soldiers who made the supreme sacrifice for the country. For their families, having their names inscribed is not just a matter of honor. It is a lasting memory that tells them the country has not forgotten their loved ones. Every person visiting the National War Memorial will now pass by these names; each name tells a story of courage, duty, and sacrifice.",Hindi,NDTV India,POSITIVE,"[""अमरीश कुमार त्रिवेदी""]"
213,"What is Tyag Chakra, where the names of 6 martyrs of Operation Sindoor will be inscribed","The article details 'Tyag Chakra' at the National War Memorial in Delhi, where the names of 6 Indian soldiers martyred in 'Operation Sindoor' will be inscribed. Inspired by the Mahabharata's Chakravyuh, this monument honors over 25,000 martyrs from various wars, aiming to instill nationalism and patriotism in current and future generations. It also briefly describes the other three chakras: Amar Chakra, Veerta Chakra, and Rakshak Chakra, each symbolizing different aspects of India's defense and valor.","[""https://ndtv.in/india/what-is-tyag-chakra-circle-of-sacrifice-in-delhi-names-of-6-martyrs-of-operation-sindoor-will-be-inscribed-11693778""]",27-06-2026 09:03,"Circle of Sacrifice In Delhi: The names of 6 Indian soldiers martyred during 'Operation Sindoor' will be inscribed in 'Tyag Chakra'. In such a situation, it is also important to know what this Tyag Chakra is and when it was built.
The Government of India has officially made public for the first time the names of 6 Indian soldiers martyred in 'Operation Sindoor', launched by India against terrorism. Five of them were Army personnel and one was Air Force personnel. These brave soldiers of the Indian Army have been registered on the National War Memorial's website 'Roll of Honour'. Their names will also be inscribed in golden letters in Delhi's 'Tyag Chakra'. This information has been provided by the National War Memorial. In such a situation, it also becomes important to know what 'Tyag Chakra' located in Delhi is and when it was built.
Tyag Chakra is one of the four major concentric circles built in the National War Memorial complex near India Gate in New Delhi. Tyag Chakra has been built for the brave martyrs of the Indian Armed Forces who made the supreme sacrifice while defending the country. Through this chakra, these brave soldiers have been immortalized forever. Because India has fought many major wars since independence. Many military operations have also been carried out, in which thousands of soldiers have sacrificed their lives for their motherland. Their names are inscribed in the Tyag Chakra. The walls of Tyag Chakra are made of granite stones.
Tyag Chakra is inspired by the Chakravyuh pattern of Mahabharata. It has 16 circular walls made of granite stones, with the names of more than 25,000 martyrs inscribed in golden letters. The nation will always be indebted to these brave soldiers. The names of martyrs from the 1962 India-China War, 1965 India-Pakistan War, 1971 India-Pakistan War, and 1999 India-Pakistan Kargil War are inscribed in Tyag Chakra. This chakra reminds citizens who visit here of the selfless sacrifice of many heroes hidden in the defense of India. The names of the 6 soldiers martyred in Operation Sindoor will also be inscribed in golden letters in this Tyag Chakra. A major objective of this chakra is also to convey the spirit of nationalism, patriotism, and dutifulness to the present and future generations.
There is also an important reason for taking the structure of Tyag Chakra from Chakravyuh. Because this structure tells about the courage of the soldiers as well as their strategy on how to always stand firm on the battlefield. In such a situation, when common people of the country come to Tyag Chakra and see the names of these brave soldiers, a sense of respect for the nation and passion for the country arises in their minds. This chakra creates a sense of unity among Indians.
Besides this, there are three other chakras here. These include 'Amar Chakra'. This monument is the central and inner circle, which is considered a symbol of the immortality of martyrs. Here stands a 15.2-meter-high giant granite pillar, in which the 'Amar Jawan Jyoti' burns 24 hours a day. This sacred flame tells the people of the country about the never-ending spirit and immortal contribution of those who defended the country.
Veerta Chakra is the second chakra built in the National War Memorial. It has been built as a covered gallery. On its walls are depicted scenes from the six most famous and historic wars fought by the Indian Armed Forces, including the Army, Navy, and Air Force. Seeing these pictures gives you an introduction to the courage of the Indian Army. These pictures bring that scene to life. This chakra sings the saga of the combat skills of the Indian Army.
The fourth chakra is 'Rakshak Chakra'. It is considered a symbol of the unbreakable security of India's borders. This chakra is made of more than 600 dense trees planted in a row. This row indicates that just as these trees surround the memorial, our country's soldiers surround our borders. Here, brave Indian soldiers protect the country day and night.",Hindi,NDTV India,POSITIVE,"[""अर्पित पांडे""]"
214,Six martyred in Operation Sindoor...Centre officially announced the names of six soldiers,"The Central Government has officially announced the names of six soldiers martyred in 'Operation Sindoor', a military action launched by India in retaliation for a terrorist attack in Jammu & Kashmir. These names will be added to the 'Roll of Honor' on the National War Memorial website and carved on 'Wall 3D' in New Delhi. Operation Sindoor targeted terrorist infrastructure in Pakistan and PoK, destroying key Pakistan Air Force bases before a mutual understanding to cease operations was announced.","[""https://www.v6velugu.com/operation-sindoor-time-six-memebers-of-soilders-life-less-official-declared-by-centrel-government""]",27-06-2026 08:52,"NEW DELHI: The Central Government on Friday announced the names of six soldiers who were martyred in Operation Sindoor. Along with the names of thousands of soldiers who sacrificed their lives in the service of the nation, these six names have been included in the 'Roll of Honor' on the National War Memorial website. Also, it will be carved on 'Wall 3D' at the National War Memorial in New Delhi. It is known that India launched a military operation named 'Operation Sindoor' targeting terrorist infrastructure in Pakistan and Pakistan Occupied Kashmir (PoK) in retaliation for the terrorist attack in Pahalgam, Jammu and Kashmir on April 22 last year. For the first time, the government publicly revealed the identities of the six Indian armed forces personnel who were martyred in this operation. The Centre stated that Subedar Major Pawan Kumar, Rifleman Sunil Kumar, Lance Naik Dinesh Kumar, Aviation Technician Mood Murali Naik, Havildar Sunil Kumar Singh of the Indian Army, and Sergeant Surendra Kumar of the Air Force were martyred. Although there were reports of military casualties in the four-day operation in May 2025, the government had not officially revealed their identities until now. It is known that 25 tourists and one local died in the terrorist attack in Pahalgam, Jammu and Kashmir on April 22 last year. In response, the Indian government launched Operation Sindoor on May 7. It attacked terror bases in Pakistan and PoK. It destroyed key Pakistan Air Force bases including Noor Khan Air Base and Rahim Yar Khan Air Base. After that, on May 10, India and Pakistan announced an understanding to cease military operations.",Telugu,V6 Velugu,POSITIVE,"[""V6 Velugu""]"
215,Names of 6 soldiers who died in Operation Sindoor released,"The article reports that the names of six Indian soldiers who were martyred during 'Operation Sindoor' have been publicly released and engraved in 3D on the National War Memorial wall in Delhi. This operation was India's retaliation to a Pakistani terrorist attack in Pahalgam, Kashmir, on April 22, 2025. The names of the five Army personnel and one Air Force personnel have also been published on the National War Memorial website.","[""https://www.hindutamil.in/news/india/6-soldiers-name-released-who-died-at-operation-sindoor""]",27-06-2026 08:03,"New Delhi: On April 22, 2025, India retaliated appropriately to an attack by Pakistani terrorists in Pahalgam, Kashmir, under the name 'Operation Sindoor'.

In this context, the names of 6 Indian soldiers who attained martyrdom in Operation Sindoor have been released for the first time in the public domain. Their names have been engraved in 3D on the wall of the National War Memorial in Delhi. Of these, 5 belong to the Army and one to the Air Force.

The names of Pawan Kumar from the Tenth Infantry Division Headquarters, Sunil Kumar from the Jammu and Kashmir 4th Battalion Light Infantry, Dinesh Kumar from the 5th Field Regiment, Mooth Murali Nayak from the 851 Light Regiment, Sunil Kumar Singh from the 237 Field Workshop Company, and Surendra Kumar from the Indian Air Force 39th Wing have been engraved at the National War Memorial. Their names have also been published on the National War Memorial website.",Tamil,The Hindu Tamil,POSITIVE,"[""செய்திப்பிரிவு""]"
216,"Names of 6 martyrs of Operation Sindoor made public for the first time, including 5 from ground forces and one from air force","The Indian government has for the first time officially disclosed the names of six soldiers who died during 'Operation Sindoor', a cross-border military operation launched last May to dismantle terrorist infrastructure in Pakistan and PoK. These martyrs, five from the ground forces and one from the air force, are honored on the 'Roll of Honor' section of the National War Memorial website. Their names are engraved on the memorial's 3D wall, acknowledging their supreme sacrifice for the nation.","[""https://jagbani.punjabkesari.in/national/news/operation-sindhur-6-martyrs-named--first-time--public-1654251""]",27-06-2026 07:51,"New Delhi (Int.) - For the first time, the government has officially revealed the names of 6 soldiers who sacrificed their lives for the country during Operation Sindoor. Of these, 5 soldiers are from the ground forces and one is from the air force. This cross-border military operation was launched last May to destroy terrorist structures in Pakistan and Pakistan-occupied Kashmir. The names of these 6 martyrs have been published in the 'Roll of Honor' section of the National War Memorial website. For the first time, the government has publicly and officially acknowledged the losses of the Indian armed forces during this operation.
The names of the martyrs are engraved on the 3D wall of the war memorial in the 2025 section, according to the National War Memorial website. This 'wall' is dedicated to the soldiers who sacrificed their lives serving the country. The 6 brave soldiers who made the supreme sacrifice for the country include Subedar Major Pawan Kumar of Headquarters 10 Infantry Brigade, Rifleman Sunil Kumar (Vir Chakra) of 4 Jammu and Kashmir Light Infantry, Lance Naik Dinesh Kumar of 5 Field Regiment, Aviation Technician Mood Murali Naik of 851 Light Regiment, Havildar Sunil Kumar Singh of 237 Field Workshop Company, and Sergeant Surender Kumar, Vayu Sena Medal (39 Wing).",Punjabi,Jagbani,POSITIVE,"[""Rajwinder Kaur""]"
217,"Chinese Bribe, UN Official Accused","A UN official, Ben Saul, who previously criticized the Modi government after 'Operation Sindoor' and condemned alleged human rights violations in Kashmir, is now accused by 'UN Watch' of taking bribes from China and other countries. The report claims Saul received $150,000 from China in 2024 to promote anti-Western and anti-Israel views. 'UN Watch' alleges that Saul used his position to spread biased narratives, including calling America the creator of inhumane conditions.","[""https://www.anandabazar.com/world/serious-allegations-have-been-raised-against-an-australian-lawyer-and-commentator-of-accepting-money-from-china-to-campaign-on-its-behalf-prnt/cid/1695783""]",27-06-2026 06:40,"After 'Operation Sindoor', the Modi government was severely criticized under the leadership of Ben Saul, a special official of the UN's counter-terrorism department. Recently, the Geneva-based NGO 'UN Watch', listed with the United Nations, has leveled serious allegations against this Australian lawyer and commentator, claiming he took money from China to promote their interests. The organization's newly published full report states that this diplomat not only received huge bribes from China but also from other countries. Ben Saul's UN counter-terrorism expert force, after Operation Sindoor last year, stated, ""We strongly condemn terrorist attacks at tourist centers. But it is the duty of every government to respect international human rights law while combating terrorism."" It further added, ""We are receiving reports of indiscriminate arrests, mysterious deaths in prisons, mob lynchings, and biased behavior among the Muslim community in Kashmir. We strongly condemn this."" Regarding Ben Saul, the report states that China paid him $150,000 in 2024. It is alleged that he continuously gave anti-Western and anti-Israel interviews, speeches, social media posts, and UN statements in exchange for money. The report says, ""Saul referred to America as the creator of inhumane conditions."" In a message against the Western world, he wrote, ""Your civilization is wiping out life from the Earth."" Hillel Neuer, head of 'UN Watch', said, ""His job was to analyze events.""",Bengali,Ananda Bazar,NEUTRAL,"[""অগ্নি রায়""]"
218,Names of 'Sindoor' martyrs on the War Memorial,"The Central Government has officially announced the names of six Indian soldiers martyred in 'Operation Sindoor', a retaliatory action against Pakistan following the Pahalgam terrorist attack. These martyrs' names, including Agniveer Murali Naik from Andhra Pradesh, have been inscribed on a 3D wall at the National War Memorial in Delhi and added to its 'Roll of Honour' website. This marks the first official disclosure of casualties from Operation Sindoor, which was undertaken after terrorists killed 26 tourists in Pahalgam on April 22, 2025.","[""https://www.andhrajyothy.com/2026/national/operation-sindoor-martyrs-honoured-at-national-war-memorial-government-reveals-six-names-1536622.html""]",27-06-2026 06:31,"Agniveer Murali Naik from AP is also among them.

New Delhi, June 26: The Central Government officially announced on Friday the names of six Indian soldiers who were martyred in 'Operation Sindoor', undertaken against Pakistan in retaliation for the Pahalgam terrorist attack. The names of these six martyrs, who sacrificed their lives for the country, have been inscribed on a 3D wall in the 2025 section of the National War Memorial in Delhi. Commemorating their sacrifices, their names have also been officially added to the 'Roll of Honour' section on the National War Memorial website. This is the first time that details regarding the loss of lives suffered by the Indian armed forces during Operation Sindoor have been officially revealed. On April 22, 2025, terrorists brutally killed 26 tourists in Pahalgam. Murali Naik, from Kalli Thanda, Sri Sathya Sai district, AP, joined the army as an Agniveer in November 2022.

Subedar Major Pawan Kumar (Headquarters 10th Infantry Brigade)
Rifleman Sunil Kumar (Vir Chakra) (Jammu and Kashmir Light Infantry)
Lance Naik Dinesh Kumar (5th Field Regiment)
Agniveer Murali Naik (851st Regiment) (Sri Sathya Sai District)
Havildar Sunil Kumar Singh (237th Shield Workshop)
Sergeant Surendra Kumar (Indian Air Force 39th Wing... Vayu Sena Medal posthumously)",Telugu,Andhrajyothy,POSITIVE,"[""ABN""]"
219,"The heroic saga of Operation Sindoor: Head held high with pride over the sacrifice of a brave husband, the brave widow said, 'I will send my sons to the army too'","The article recounts the heroic sacrifices of Indian soldiers like Pawan Kumar Jaryal, Sunil Kumar Singh, and Surendra Kumar Moga during ""Operation Sindoor,"" highlighting their bravery in defending the nation. It emphasizes the profound pride and resilience of their families, particularly the widows who express their unwavering commitment to sending their sons to serve in the army. The narrative also acknowledges the Central Government's recognition of these martyrs, including posthumous awards, bringing honor to their families.","[""https://www.jagran.com/news/national-the-saga-of-valor-of-operation-sindoor-head-held-high-with-pride-at-the-brave-husband-sacrifice-40286383.html""]",27-06-2026 05:30,"Sushma, the brave widow of Pawan Kumar Jaryal from Himachal Pradesh, recounts, 'When the news of his injury came, we had decided that if he returned, he would be ours, and if he didn't, he would belong to the country. If the children wish to join the army, I will bless them.' This same sentiment is echoed in the expressions of the families of Dinesh Kumar from Haryana, Sunil Kumar Singh from Bihar, Surendra Kumar from Rajasthan, and other martyrs.

Pawan Kumar Jaryal, a resident of Kangra, was a Subedar Major in Headquarters 10 Infantry Brigade. He attained martyrdom on May 9, 2025, while giving a befitting reply to Pakistani shelling in the Poonch (Krishna Ghati) sector. He was due to retire on August 31, 2026.

When Dainik Jagran reached his home with the news that the Central Government had for the first time publicly released the names of six soldiers in the context of Operation Sindoor, and Pawan Kumar was first on the list, the family's emotions expressed both sorrow and pride.

Sushma says that her husband's name has been forever associated with the great heroes of the country. His name will shine in the 'Tyag Chakra' (Circle of Sacrifice) at the National War Memorial.

Future generations will know how Subedar Pawan Kumar displayed extraordinary courage and devotion to duty, making the supreme sacrifice for the country. His father, Havildar Garaj Singh, says, 'Pawan sacrificed his life in the defense of the country. What I couldn't achieve in my military life, my son has done.'

In October 2025, he was blessed with a son. Seema, proud of her husband, says she will send her sons to the army too. Among five brothers, Dinesh was the eldest, and his two younger brothers, Kapil and Hardatt, are Agniveers.

The grief of losing a son runs deep. A mother's pain often shows in her tears. Even after losing their son, the parents have not lost courage. 25-year-old Sunil Kumar was martyred on May 10, 2025, while responding to Pakistani shelling at Kharkola Post in R.S. Pura.

He provided accurate information about the drone to his comrades until his last breath, saving many soldiers. For this heroic act, he was posthumously awarded the Sena Medal (Gallantry). His wife, Sujata Devi, had said, 'I am proud that my husband gave his life for the country with a smile. If needed, I will hand over both my sons to the country.' His younger brother, Chandan Singh, is also in the army and was then posted in Rajouri.

Sergeant Surendra's wife said, 'We don't want anything, just that the sacrifice be honored.' Sergeant Surendra Kumar Moga, a resident of Mehradasi village in Jhunjhunu district, Rajasthan, displayed immense courage during Operation Sindoor.

His brave widow, Seema Devi, emotionally stated that they didn't want anything from the government, just that her husband's sacrifice should have received full honor. 'Even if late, today the country has accepted his sacrifice.'

Mother Nanu Devi said that the pain of losing a son can never diminish, but his name being included among the nation's heroes is a matter of pride for the entire family. President Droupadi Murmu posthumously honored Surendra with the Air Force Medal (Gallantry).",Hindi,Dainik Jagran,POSITIVE,"[""Jeet Kumar""]"
220,These heroes.. martyrs in 'Sindoor',"The Indian government has officially announced the names of six martyrs, including an Agniveer, who sacrificed their lives in 'Operation Sindoor', a retaliatory strike against Pakistan following the Pahalgam terrorist attack. Their names are now inscribed at the National War Memorial, and some have received gallantry awards. However, the Congress party criticized the government for the delay in identifying these martyrs for a year.","[""https://www.eenadu.net/telugu-news/india/govt-reveals-names-of-6-soldiers-killed-in-action-during-operation-sindoor/0799/126112756""]",27-06-2026 05:29,"Delhi: In 'Operation Sindoor', carried out last year against Pakistan in retaliation for the Pahalgam terrorist attack, our country lost some brave soldiers. The Centre has now officially announced the names of those martyrs who sacrificed their lives for the defense of the country. Their names have been published on the official website of the National War Memorial. In 'Operation Sindoor', five military personnel along with an Agniveer attained martyrdom fighting for the country. Their names have been inscribed on special plaques installed on the Tyag Chakra 3D number wall at the National War Memorial near India Gate Circle in Delhi. Their unit names have also been included on them.

Among them, Rifleman Sunil Kumar was posthumously honored by the Centre with the 'Veer Chakra', the third-highest wartime gallantry award. Sergeant Surendra Kumar was honored with the 'Vayu Medal'. Agniveer Murali Naik belongs to Kallitanda, Sri Sathya Sai district. He was selected as an Agniveer in 2022 and initially worked in Punjab and Assam. During 'Operation Sindoor', he was martyred in an encounter with Pakistan while on duty at the Jammu and Kashmir border. It is known that 26 innocent people lost their lives in the terrorist attack in Pahalgam on April 22, 2025. In retaliation for this attack, India launched 'Operation Sindoor' on May 7 against terrorist camps in Pakistan.

The Congress on Friday criticized the Central Government, stating that the six military personnel martyred in 'Operation Sindoor' were not identified for a year. It described this as a shameful matter. Party senior leader Pawan Khera stated this on 'X'.

Details of the Martyrs..

1. Subedar Major Pawan Kumar.. (10 Infantry Brigade Headquarters)

2. Havildar Sunil Kumar Singh.. (237 Field Workshop)

3. Sergeant Surendra Kumar.. (Air Force 39th Wing)

4. Lance Naik Dinesh Kumar.. (5 Field Regiment)

5. Rifleman Sunil Kumar.. (4th Battalion of Jammu and Kashmir Light Infantry Regiment)

6. Agniveer Murali Naik.. (851 Light Regiment)",Telugu,Eenadu,NEUTRAL,"[""National News Desk""]"
221,'Our Agniveer among the martyrs of 'Operation Sindoor'',"Agniveer Murali Naik, martyred in 'Operation Sindoor' in Kashmir, has been recognized in the Central Government's list of martyrs, bringing pride to Andhra Pradesh. People across the state are paying heartfelt tributes to his sacrifice and bravery. Naik, who joined the Army in 2022, was only 22 when he died in an encounter with Pakistani terrorists in Pahalgam.","[""https://www.sakshi.com/telugu-news/andhra-pradesh/murali-nayak-name-among-martyrs-operation-sindoor-2826783""]",27-06-2026 04:24,"Murali Naik's name in the list released by the Central Government
People of the state paying heartfelt tributes
Brave jawan who joined the Army in 2022
Excelled in studies and sports from childhood

Sakshi, Puttaparthi: Andhra Agniveer Murali Naik, martyred in 'Operation Sindoor', has brought pride to the state. With his name appearing in the recently announced list of martyrs by the Central Government, people across the state are paying heartfelt tributes to his sacrifice. They are remembering Murali Naik's services to the nation and his bravery. Murali Naik was born on August 10, 2002. He studied up to 10th standard at Vignana School in Somandepalli, Penukonda constituency, Sri Sathya Sai district.

Murali Naik completed his 10th standard in the academic year 2016–17. From childhood, he excelled in studies as well as sports. Since his mother's native village was Naginayani Cheruvu Thanda, he completed his education staying at his grandmother's house in Somandepalli. After completing school, he studied Intermediate at a private college in Anantapur. After that, he joined an Army coaching school and secured a job.

Murali Naik joined the Army in 2022. Since then, his parents, Jyothibai and Srirama Naik, settled in Kallithanda, Gorantla mandal. Initially, Murali Naik worked in Assam. Later, he was transferred to Kashmir. In the context of Pakistani terrorists' atrocities in Pahalgam, Murali Naik attained martyrdom on May 8, 2025, in 'Operation Sindoor'.

Murali Naik was only 22 years old when he died in the firing. His body was brought to Kallithanda, Gorantla mandal, the day after his martyrdom. His last rites were performed with military honors on May 11 of the same month. On May 13, 2025, former CM Y.S. Jagan Mohan Reddy condoled Murali Naik's family members and announced an assistance of Rs. 25 lakhs on behalf of YSRCP.",Telugu,Sakshi,POSITIVE,"[""Unknown""]"
